FID,Comuna,type,Shape__Length,Year,hora_del_dia,dia_semana,mes,target
288474,CORONEL,motorway_link,476.318934585488,2021,0,0,1,1
288475,CORONEL,primary,778.122779699739,2021,0,0,1,1
80574,CORONEL,residential,442.089066454983,2021,0,4,2,1
102742,CORONEL,path,265.895248138599,2021,0,4,2,1
59940,CORONEL,secondary,995.899133432992,2021,0,4,8,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,4,8,1
175460,CORONEL,primary,2042.78298504177,2021,0,4,8,1
279851,CORONEL,primary,725.69331623787,2021,0,4,8,1
279884,CORONEL,secondary,3512.98018473565,2021,0,4,8,1
280125,CORONEL,primary,22.6929502804498,2021,0,4,8,1
280126,CORONEL,primary,147.433450992182,2021,0,4,8,1
280135,CORONEL,primary,519.306079633151,2021,0,4,8,1
280560,CORONEL,service,103.326157562892,2021,0,4,8,1
280561,CORONEL,service,100.665253163327,2021,0,4,8,1
280562,CORONEL,primary_link,172.416646352573,2021,0,4,8,1
280605,CORONEL,service,3002.395797902,2021,0,4,8,1
280606,CORONEL,service,338.753342063652,2021,0,4,8,1
280607,CORONEL,service,437.663196236329,2021,0,4,8,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,4,8,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,4,8,1
288475,CORONEL,primary,778.122779699739,2021,0,4,8,1
59940,CORONEL,secondary,995.899133432992,2021,0,3,10,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,3,10,1
175460,CORONEL,primary,2042.78298504177,2021,0,3,10,1
279851,CORONEL,primary,725.69331623787,2021,0,3,10,1
279884,CORONEL,secondary,3512.98018473565,2021,0,3,10,1
280125,CORONEL,primary,22.6929502804498,2021,0,3,10,1
280126,CORONEL,primary,147.433450992182,2021,0,3,10,1
280135,CORONEL,primary,519.306079633151,2021,0,3,10,1
280560,CORONEL,service,103.326157562892,2021,0,3,10,1
280561,CORONEL,service,100.665253163327,2021,0,3,10,1
280562,CORONEL,primary_link,172.416646352573,2021,0,3,10,1
280605,CORONEL,service,3002.395797902,2021,0,3,10,1
280606,CORONEL,service,338.753342063652,2021,0,3,10,1
280607,CORONEL,service,437.663196236329,2021,0,3,10,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,3,10,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,3,10,1
288475,CORONEL,primary,778.122779699739,2021,0,3,10,1
59940,CORONEL,secondary,995.899133432992,2021,0,1,10,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,1,10,1
175460,CORONEL,primary,2042.78298504177,2021,0,1,10,1
279851,CORONEL,primary,725.69331623787,2021,0,1,10,1
279884,CORONEL,secondary,3512.98018473565,2021,0,1,10,1
280125,CORONEL,primary,22.6929502804498,2021,0,1,10,1
280126,CORONEL,primary,147.433450992182,2021,0,1,10,1
280135,CORONEL,primary,519.306079633151,2021,0,1,10,1
280560,CORONEL,service,103.326157562892,2021,0,1,10,1
280561,CORONEL,service,100.665253163327,2021,0,1,10,1
280562,CORONEL,primary_link,172.416646352573,2021,0,1,10,1
280605,CORONEL,service,3002.395797902,2021,0,1,10,1
280606,CORONEL,service,338.753342063652,2021,0,1,10,1
280607,CORONEL,service,437.663196236329,2021,0,1,10,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,1,10,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,1,10,1
288475,CORONEL,primary,778.122779699739,2021,0,1,10,1
59940,CORONEL,secondary,995.899133432992,2021,0,6,2,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,6,2,1
175460,CORONEL,primary,2042.78298504177,2021,0,6,2,1
279851,CORONEL,primary,725.69331623787,2021,0,6,2,1
279884,CORONEL,secondary,3512.98018473565,2021,0,6,2,1
280125,CORONEL,primary,22.6929502804498,2021,0,6,2,1
280126,CORONEL,primary,147.433450992182,2021,0,6,2,1
280135,CORONEL,primary,519.306079633151,2021,0,6,2,1
280560,CORONEL,service,103.326157562892,2021,0,6,2,1
280561,CORONEL,service,100.665253163327,2021,0,6,2,1
280562,CORONEL,primary_link,172.416646352573,2021,0,6,2,1
280605,CORONEL,service,3002.395797902,2021,0,6,2,1
280606,CORONEL,service,338.753342063652,2021,0,6,2,1
280607,CORONEL,service,437.663196236329,2021,0,6,2,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,6,2,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,6,2,1
288475,CORONEL,primary,778.122779699739,2021,0,6,2,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,0,6,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,0,6,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,0,6,1
279999,CORONEL,residential,147.923399308475,2021,0,0,6,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,0,1,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,0,1,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,0,1,1
279999,CORONEL,residential,147.923399308475,2021,0,0,1,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,0,7,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,0,7,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,0,7,1
279999,CORONEL,residential,147.923399308475,2021,0,0,7,1
59940,CORONEL,secondary,995.899133432992,2021,0,0,3,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,0,3,1
175460,CORONEL,primary,2042.78298504177,2021,0,0,3,1
279851,CORONEL,primary,725.69331623787,2021,0,0,3,1
279884,CORONEL,secondary,3512.98018473565,2021,0,0,3,1
280125,CORONEL,primary,22.6929502804498,2021,0,0,3,1
280126,CORONEL,primary,147.433450992182,2021,0,0,3,1
280135,CORONEL,primary,519.306079633151,2021,0,0,3,1
280560,CORONEL,service,103.326157562892,2021,0,0,3,1
280561,CORONEL,service,100.665253163327,2021,0,0,3,1
280562,CORONEL,primary_link,172.416646352573,2021,0,0,3,1
280605,CORONEL,service,3002.395797902,2021,0,0,3,1
280606,CORONEL,service,338.753342063652,2021,0,0,3,1
280607,CORONEL,service,437.663196236329,2021,0,0,3,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,0,3,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,0,3,1
288475,CORONEL,primary,778.122779699739,2021,0,0,3,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,3,8,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,3,8,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,3,8,1
279999,CORONEL,residential,147.923399308475,2021,0,3,8,1
102626,CORONEL,living_street,74.8133913800032,2021,0,0,5,1
102645,CORONEL,living_street,69.0263183792593,2021,0,0,5,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,6,7,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,6,7,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,6,7,1
279999,CORONEL,residential,147.923399308475,2021,0,6,7,1
59940,CORONEL,secondary,995.899133432992,2021,0,5,10,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,5,10,1
175460,CORONEL,primary,2042.78298504177,2021,0,5,10,1
279851,CORONEL,primary,725.69331623787,2021,0,5,10,1
279884,CORONEL,secondary,3512.98018473565,2021,0,5,10,1
280125,CORONEL,primary,22.6929502804498,2021,0,5,10,1
280126,CORONEL,primary,147.433450992182,2021,0,5,10,1
280135,CORONEL,primary,519.306079633151,2021,0,5,10,1
280560,CORONEL,service,103.326157562892,2021,0,5,10,1
280561,CORONEL,service,100.665253163327,2021,0,5,10,1
280562,CORONEL,primary_link,172.416646352573,2021,0,5,10,1
280605,CORONEL,service,3002.395797902,2021,0,5,10,1
280606,CORONEL,service,338.753342063652,2021,0,5,10,1
280607,CORONEL,service,437.663196236329,2021,0,5,10,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,5,10,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,5,10,1
288475,CORONEL,primary,778.122779699739,2021,0,5,10,1
59940,CORONEL,secondary,995.899133432992,2021,0,6,7,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,6,7,1
175460,CORONEL,primary,2042.78298504177,2021,0,6,7,1
279851,CORONEL,primary,725.69331623787,2021,0,6,7,1
279884,CORONEL,secondary,3512.98018473565,2021,0,6,7,1
280125,CORONEL,primary,22.6929502804498,2021,0,6,7,1
280126,CORONEL,primary,147.433450992182,2021,0,6,7,1
280135,CORONEL,primary,519.306079633151,2021,0,6,7,1
280560,CORONEL,service,103.326157562892,2021,0,6,7,1
280561,CORONEL,service,100.665253163327,2021,0,6,7,1
280562,CORONEL,primary_link,172.416646352573,2021,0,6,7,1
280605,CORONEL,service,3002.395797902,2021,0,6,7,1
280606,CORONEL,service,338.753342063652,2021,0,6,7,1
280607,CORONEL,service,437.663196236329,2021,0,6,7,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,6,7,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,6,7,1
288475,CORONEL,primary,778.122779699739,2021,0,6,7,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,1,10,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,1,10,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,1,10,1
279999,CORONEL,residential,147.923399308475,2021,0,1,10,1
59937,CORONEL,tertiary,3295.78821001504,2021,0,2,5,1
279996,CORONEL,tertiary,20.1472838983219,2021,0,2,5,1
279998,CORONEL,tertiary,89.6820891766687,2021,0,2,5,1
279999,CORONEL,residential,147.923399308475,2021,0,2,5,1
102812,CORONEL,residential,400.769857323534,2021,0,3,1,1
109796,CORONEL,residential,220.449458482663,2021,0,3,1,1
280155,CORONEL,residential,265.144494229681,2021,0,3,1,1
280164,CORONEL,residential,419.660125183419,2021,0,3,1,1
111591,CORONEL,residential,319.710193490172,2021,0,3,8,1
280223,CORONEL,residential,1037.50772214561,2021,0,3,8,1
111591,CORONEL,residential,319.710193490172,2021,0,2,11,1
280223,CORONEL,residential,1037.50772214561,2021,0,2,11,1
59940,CORONEL,secondary,995.899133432992,2021,0,0,11,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,0,11,1
175460,CORONEL,primary,2042.78298504177,2021,0,0,11,1
279851,CORONEL,primary,725.69331623787,2021,0,0,11,1
279884,CORONEL,secondary,3512.98018473565,2021,0,0,11,1
280125,CORONEL,primary,22.6929502804498,2021,0,0,11,1
280126,CORONEL,primary,147.433450992182,2021,0,0,11,1
280135,CORONEL,primary,519.306079633151,2021,0,0,11,1
280560,CORONEL,service,103.326157562892,2021,0,0,11,1
280561,CORONEL,service,100.665253163327,2021,0,0,11,1
280562,CORONEL,primary_link,172.416646352573,2021,0,0,11,1
280605,CORONEL,service,3002.395797902,2021,0,0,11,1
280606,CORONEL,service,338.753342063652,2021,0,0,11,1
280607,CORONEL,service,437.663196236329,2021,0,0,11,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,0,11,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,0,11,1
288475,CORONEL,primary,778.122779699739,2021,0,0,11,1
59940,CORONEL,secondary,995.899133432992,2021,0,0,11,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,0,11,1
175460,CORONEL,primary,2042.78298504177,2021,0,0,11,1
279851,CORONEL,primary,725.69331623787,2021,0,0,11,1
279884,CORONEL,secondary,3512.98018473565,2021,0,0,11,1
280125,CORONEL,primary,22.6929502804498,2021,0,0,11,1
280126,CORONEL,primary,147.433450992182,2021,0,0,11,1
280135,CORONEL,primary,519.306079633151,2021,0,0,11,1
280560,CORONEL,service,103.326157562892,2021,0,0,11,1
280561,CORONEL,service,100.665253163327,2021,0,0,11,1
280562,CORONEL,primary_link,172.416646352573,2021,0,0,11,1
280605,CORONEL,service,3002.395797902,2021,0,0,11,1
280606,CORONEL,service,338.753342063652,2021,0,0,11,1
280607,CORONEL,service,437.663196236329,2021,0,0,11,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,0,11,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,0,11,1
288475,CORONEL,primary,778.122779699739,2021,0,0,11,1
111591,CORONEL,residential,319.710193490172,2021,0,5,6,1
280223,CORONEL,residential,1037.50772214561,2021,0,5,6,1
59940,CORONEL,secondary,995.899133432992,2021,0,0,11,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,0,11,1
175460,CORONEL,primary,2042.78298504177,2021,0,0,11,1
279851,CORONEL,primary,725.69331623787,2021,0,0,11,1
279884,CORONEL,secondary,3512.98018473565,2021,0,0,11,1
280125,CORONEL,primary,22.6929502804498,2021,0,0,11,1
280126,CORONEL,primary,147.433450992182,2021,0,0,11,1
280135,CORONEL,primary,519.306079633151,2021,0,0,11,1
280560,CORONEL,service,103.326157562892,2021,0,0,11,1
280561,CORONEL,service,100.665253163327,2021,0,0,11,1
280562,CORONEL,primary_link,172.416646352573,2021,0,0,11,1
280605,CORONEL,service,3002.395797902,2021,0,0,11,1
280606,CORONEL,service,338.753342063652,2021,0,0,11,1
280607,CORONEL,service,437.663196236329,2021,0,0,11,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,0,11,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,0,11,1
288475,CORONEL,primary,778.122779699739,2021,0,0,11,1
102607,CORONEL,residential,473.324888228673,2021,0,3,9,1
175478,CORONEL,living_street,307.780886682278,2021,0,3,9,1
59940,CORONEL,secondary,995.899133432992,2021,0,5,7,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,5,7,1
175460,CORONEL,primary,2042.78298504177,2021,0,5,7,1
279851,CORONEL,primary,725.69331623787,2021,0,5,7,1
279884,CORONEL,secondary,3512.98018473565,2021,0,5,7,1
280125,CORONEL,primary,22.6929502804498,2021,0,5,7,1
280126,CORONEL,primary,147.433450992182,2021,0,5,7,1
280135,CORONEL,primary,519.306079633151,2021,0,5,7,1
280560,CORONEL,service,103.326157562892,2021,0,5,7,1
280561,CORONEL,service,100.665253163327,2021,0,5,7,1
280562,CORONEL,primary_link,172.416646352573,2021,0,5,7,1
280605,CORONEL,service,3002.395797902,2021,0,5,7,1
280606,CORONEL,service,338.753342063652,2021,0,5,7,1
280607,CORONEL,service,437.663196236329,2021,0,5,7,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,5,7,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,5,7,1
288475,CORONEL,primary,778.122779699739,2021,0,5,7,1
80464,CORONEL,residential,319.792286438886,2021,0,3,10,1
80465,CORONEL,residential,223.601406696392,2021,0,3,10,1
280255,CORONEL,residential,314.270359053196,2021,0,3,10,1
304760,CORONEL,path,3887.21174796183,2021,0,0,4,1
59940,CORONEL,secondary,995.899133432992,2021,0,4,3,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,4,3,1
175460,CORONEL,primary,2042.78298504177,2021,0,4,3,1
279851,CORONEL,primary,725.69331623787,2021,0,4,3,1
279884,CORONEL,secondary,3512.98018473565,2021,0,4,3,1
280125,CORONEL,primary,22.6929502804498,2021,0,4,3,1
280126,CORONEL,primary,147.433450992182,2021,0,4,3,1
280135,CORONEL,primary,519.306079633151,2021,0,4,3,1
280560,CORONEL,service,103.326157562892,2021,0,4,3,1
280561,CORONEL,service,100.665253163327,2021,0,4,3,1
280562,CORONEL,primary_link,172.416646352573,2021,0,4,3,1
280605,CORONEL,service,3002.395797902,2021,0,4,3,1
280606,CORONEL,service,338.753342063652,2021,0,4,3,1
280607,CORONEL,service,437.663196236329,2021,0,4,3,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,4,3,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,4,3,1
288475,CORONEL,primary,778.122779699739,2021,0,4,3,1
109679,CORONEL,residential,682.375393305928,2021,0,0,11,1
111599,CORONEL,residential,1413.39970370826,2021,0,0,11,1
280173,CORONEL,living_street,54.9506562985861,2021,0,0,11,1
80472,CORONEL,residential,1527.97388584374,2021,0,1,8,1
80472,CORONEL,residential,1527.97388584374,2021,0,2,9,1
59940,CORONEL,secondary,995.899133432992,2021,0,2,9,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,2,9,1
175460,CORONEL,primary,2042.78298504177,2021,0,2,9,1
279851,CORONEL,primary,725.69331623787,2021,0,2,9,1
279884,CORONEL,secondary,3512.98018473565,2021,0,2,9,1
280125,CORONEL,primary,22.6929502804498,2021,0,2,9,1
280126,CORONEL,primary,147.433450992182,2021,0,2,9,1
280135,CORONEL,primary,519.306079633151,2021,0,2,9,1
280560,CORONEL,service,103.326157562892,2021,0,2,9,1
280561,CORONEL,service,100.665253163327,2021,0,2,9,1
280562,CORONEL,primary_link,172.416646352573,2021,0,2,9,1
280605,CORONEL,service,3002.395797902,2021,0,2,9,1
280606,CORONEL,service,338.753342063652,2021,0,2,9,1
280607,CORONEL,service,437.663196236329,2021,0,2,9,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,2,9,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,2,9,1
288475,CORONEL,primary,778.122779699739,2021,0,2,9,1
63614,CORONEL,residential,802.025694482478,2021,0,2,9,1
280550,CORONEL,residential,59.8962299524924,2021,0,2,9,1
280551,CORONEL,residential,79.800123730034,2021,0,2,9,1
280553,CORONEL,primary,1181.58800665995,2021,0,2,9,1
280178,CORONEL,residential,929.887358264156,2021,0,6,8,1
280206,CORONEL,residential,1264.41728058323,2021,0,6,8,1
111387,CORONEL,living_street,1335.95215921786,2021,0,3,8,1
111400,CORONEL,living_street,93.5422897558861,2021,0,3,8,1
280415,CORONEL,living_street,447.926556117437,2021,0,3,8,1
311062,CORONEL,residential,324.23358807129,2021,0,3,8,1
59940,CORONEL,secondary,995.899133432992,2021,0,3,8,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,3,8,1
175460,CORONEL,primary,2042.78298504177,2021,0,3,8,1
279851,CORONEL,primary,725.69331623787,2021,0,3,8,1
279884,CORONEL,secondary,3512.98018473565,2021,0,3,8,1
280125,CORONEL,primary,22.6929502804498,2021,0,3,8,1
280126,CORONEL,primary,147.433450992182,2021,0,3,8,1
280135,CORONEL,primary,519.306079633151,2021,0,3,8,1
280560,CORONEL,service,103.326157562892,2021,0,3,8,1
280561,CORONEL,service,100.665253163327,2021,0,3,8,1
280562,CORONEL,primary_link,172.416646352573,2021,0,3,8,1
280605,CORONEL,service,3002.395797902,2021,0,3,8,1
280606,CORONEL,service,338.753342063652,2021,0,3,8,1
280607,CORONEL,service,437.663196236329,2021,0,3,8,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,3,8,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,3,8,1
288475,CORONEL,primary,778.122779699739,2021,0,3,8,1
175466,CORONEL,residential,101.482031264424,2021,0,3,11,1
280382,CORONEL,residential,420.020010587047,2021,0,3,11,1
280384,CORONEL,residential,34.0102944864936,2021,0,3,11,1
280412,CORONEL,residential,423.533990672173,2021,0,3,11,1
280413,CORONEL,residential,214.228240794366,2021,0,3,11,1
175466,CORONEL,residential,101.482031264424,2021,0,3,3,1
280382,CORONEL,residential,420.020010587047,2021,0,3,3,1
280384,CORONEL,residential,34.0102944864936,2021,0,3,3,1
280412,CORONEL,residential,423.533990672173,2021,0,3,3,1
280413,CORONEL,residential,214.228240794366,2021,0,3,3,1
175466,CORONEL,residential,101.482031264424,2021,0,1,7,1
280382,CORONEL,residential,420.020010587047,2021,0,1,7,1
280384,CORONEL,residential,34.0102944864936,2021,0,1,7,1
280412,CORONEL,residential,423.533990672173,2021,0,1,7,1
280413,CORONEL,residential,214.228240794366,2021,0,1,7,1
175466,CORONEL,residential,101.482031264424,2021,0,2,12,1
280382,CORONEL,residential,420.020010587047,2021,0,2,12,1
280384,CORONEL,residential,34.0102944864936,2021,0,2,12,1
280412,CORONEL,residential,423.533990672173,2021,0,2,12,1
280413,CORONEL,residential,214.228240794366,2021,0,2,12,1
280385,CORONEL,residential,815.798997045858,2021,0,5,12,1
285482,CORONEL,residential,1089.08307483385,2021,0,5,12,1
280385,CORONEL,residential,815.798997045858,2021,0,2,7,1
285482,CORONEL,residential,1089.08307483385,2021,0,2,7,1
64605,CORONEL,residential,751.043255360443,2021,0,5,12,1
111440,CORONEL,living_street,295.214250746255,2021,0,5,12,1
84109,CORONEL,tertiary,551.420516317398,2021,0,3,12,1
59940,CORONEL,secondary,995.899133432992,2021,0,6,9,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,6,9,1
175460,CORONEL,primary,2042.78298504177,2021,0,6,9,1
279851,CORONEL,primary,725.69331623787,2021,0,6,9,1
279884,CORONEL,secondary,3512.98018473565,2021,0,6,9,1
280125,CORONEL,primary,22.6929502804498,2021,0,6,9,1
280126,CORONEL,primary,147.433450992182,2021,0,6,9,1
280135,CORONEL,primary,519.306079633151,2021,0,6,9,1
280560,CORONEL,service,103.326157562892,2021,0,6,9,1
280561,CORONEL,service,100.665253163327,2021,0,6,9,1
280562,CORONEL,primary_link,172.416646352573,2021,0,6,9,1
280605,CORONEL,service,3002.395797902,2021,0,6,9,1
280606,CORONEL,service,338.753342063652,2021,0,6,9,1
280607,CORONEL,service,437.663196236329,2021,0,6,9,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,6,9,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,6,9,1
288475,CORONEL,primary,778.122779699739,2021,0,6,9,1
59940,CORONEL,secondary,995.899133432992,2021,0,2,1,1
65892,CORONEL,motorway_link,177.602343212421,2021,0,2,1,1
175460,CORONEL,primary,2042.78298504177,2021,0,2,1,1
279851,CORONEL,primary,725.69331623787,2021,0,2,1,1
279884,CORONEL,secondary,3512.98018473565,2021,0,2,1,1
280125,CORONEL,primary,22.6929502804498,2021,0,2,1,1
280126,CORONEL,primary,147.433450992182,2021,0,2,1,1
280135,CORONEL,primary,519.306079633151,2021,0,2,1,1
280560,CORONEL,service,103.326157562892,2021,0,2,1,1
280561,CORONEL,service,100.665253163327,2021,0,2,1,1
280562,CORONEL,primary_link,172.416646352573,2021,0,2,1,1
280605,CORONEL,service,3002.395797902,2021,0,2,1,1
280606,CORONEL,service,338.753342063652,2021,0,2,1,1
280607,CORONEL,service,437.663196236329,2021,0,2,1,1
280626,CORONEL,motorway_link,733.254963300506,2021,0,2,1,1
288474,CORONEL,motorway_link,476.318934585488,2021,0,2,1,1
288475,CORONEL,primary,778.122779699739,2021,0,2,1,1
80503,CORONEL,residential,249.278426529194,2021,0,6,7,1
102678,CORONEL,living_street,462.735739348819,2021,0,6,7,1
111442,CORONEL,residential,2219.31410859365,2021,0,6,7,1
111916,CORONEL,residential,215.667696970363,2021,0,6,7,1
111925,CORONEL,residential,56.0555323723791,2021,0,6,7,1
234322,FLORIDA,primary,4341.85444338917,2021,0,4,2,1
234322,FLORIDA,primary,4341.85444338917,2021,0,6,10,1
206300,HUALQUI,living_street,157.104829600877,2021,0,5,4,1
44282,HUALQUI,primary,1612.27233298204,2021,0,5,7,1
40842,HUALQUI,residential,695.90160934026,2021,0,1,8,1
40842,HUALQUI,residential,695.90160934026,2021,0,1,6,1
40791,HUALQUI,residential,290.494087775413,2021,0,1,5,1
63582,HUALQUI,residential,1189.64694747253,2021,0,1,5,1
40842,HUALQUI,residential,695.90160934026,2021,0,2,7,1
40803,HUALQUI,tertiary,1470.30984104359,2021,0,4,6,1
40803,HUALQUI,tertiary,1470.30984104359,2021,0,3,3,1
258266,HUALQUI,residential,865.957518521474,2021,0,1,11,1
40830,HUALQUI,residential,588.874304387389,2021,0,4,7,1
40803,HUALQUI,tertiary,1470.30984104359,2021,0,2,12,1
40812,HUALQUI,residential,759.594525259778,2021,0,0,12,1
224962,HUALQUI,residential,241.303881676774,2021,0,0,10,1
80302,CURANILAHUE,residential,247.850454016962,2021,0,6,6,1
80304,CURANILAHUE,residential,679.261005932215,2021,0,6,6,1
97969,CURANILAHUE,tertiary,1651.18208431659,2021,0,6,6,1
231234,CURANILAHUE,residential,133.059114555664,2021,0,6,6,1
306346,CURANILAHUE,living_street,65.9373747805498,2021,0,6,6,1
80302,CURANILAHUE,residential,247.850454016962,2021,0,3,12,1
80304,CURANILAHUE,residential,679.261005932215,2021,0,3,12,1
97969,CURANILAHUE,tertiary,1651.18208431659,2021,0,3,12,1
231234,CURANILAHUE,residential,133.059114555664,2021,0,3,12,1
306346,CURANILAHUE,living_street,65.9373747805498,2021,0,3,12,1
80314,CURANILAHUE,tertiary,264.833713369576,2021,0,4,3,1
306099,CURANILAHUE,tertiary,1153.90313540046,2021,0,4,3,1
306100,CURANILAHUE,tertiary,26.1768368126936,2021,0,4,3,1
130770,CURANILAHUE,residential,740.804078414373,2021,0,0,7,1
296677,CURANILAHUE,residential,828.852186711351,2021,0,0,7,1
22378,CURANILAHUE,secondary,115.955250310707,2021,0,1,8,1
97954,CURANILAHUE,secondary,41.8675792604032,2021,0,1,8,1
231158,CURANILAHUE,secondary,553.338655758188,2021,0,1,8,1
97971,CURANILAHUE,tertiary,314.426426890996,2021,0,6,12,1
130773,CURANILAHUE,tertiary,136.809726077807,2021,0,6,12,1
130770,CURANILAHUE,residential,740.804078414373,2021,0,4,10,1
296677,CURANILAHUE,residential,828.852186711351,2021,0,4,10,1
97953,CURANILAHUE,tertiary,145.416869971876,2021,0,1,10,1
97955,CURANILAHUE,residential,187.026882519397,2021,0,1,10,1
97958,CURANILAHUE,tertiary,640.49858137695,2021,0,1,10,1
97953,CURANILAHUE,tertiary,145.416869971876,2021,0,3,9,1
97955,CURANILAHUE,residential,187.026882519397,2021,0,3,9,1
97958,CURANILAHUE,tertiary,640.49858137695,2021,0,3,9,1
97953,CURANILAHUE,tertiary,145.416869971876,2021,0,3,6,1
97955,CURANILAHUE,residential,187.026882519397,2021,0,3,6,1
97958,CURANILAHUE,tertiary,640.49858137695,2021,0,3,6,1
97953,CURANILAHUE,tertiary,145.416869971876,2021,0,0,4,1
97955,CURANILAHUE,residential,187.026882519397,2021,0,0,4,1
97958,CURANILAHUE,tertiary,640.49858137695,2021,0,0,4,1
130595,CURANILAHUE,residential,228.629850093093,2021,0,2,12,1
130781,CURANILAHUE,tertiary,1079.74623589346,2021,0,2,12,1
231230,CURANILAHUE,residential,257.623401842186,2021,0,2,12,1
304668,CURANILAHUE,residential,25.32348822517,2021,0,2,12,1
304669,CURANILAHUE,residential,258.043225274816,2021,0,2,12,1
304670,CURANILAHUE,residential,222.671564837415,2021,0,2,12,1
22378,CURANILAHUE,secondary,115.955250310707,2021,0,1,3,1
97954,CURANILAHUE,secondary,41.8675792604032,2021,0,1,3,1
231158,CURANILAHUE,secondary,553.338655758188,2021,0,1,3,1
22378,CURANILAHUE,secondary,115.955250310707,2021,0,5,10,1
97954,CURANILAHUE,secondary,41.8675792604032,2021,0,5,10,1
231158,CURANILAHUE,secondary,553.338655758188,2021,0,5,10,1
80314,CURANILAHUE,tertiary,264.833713369576,2021,0,6,10,1
306099,CURANILAHUE,tertiary,1153.90313540046,2021,0,6,10,1
306100,CURANILAHUE,tertiary,26.1768368126936,2021,0,6,10,1
80309,CURANILAHUE,residential,223.725637302093,2021,0,5,5,1
301087,CURANILAHUE,residential,576.00995567074,2021,0,5,5,1
97949,CURANILAHUE,secondary,185.667358720548,2021,0,4,3,1
97961,CURANILAHUE,secondary,197.610139899748,2021,0,4,3,1
97965,CURANILAHUE,primary,1032.97183436403,2021,0,4,3,1
97967,CURANILAHUE,secondary,53.8485591131787,2021,0,4,3,1
130706,CURANILAHUE,primary,1055.94928657071,2021,0,4,3,1
231226,CURANILAHUE,primary,325.438489015652,2021,0,4,3,1
97949,CURANILAHUE,secondary,185.667358720548,2021,0,3,12,1
97961,CURANILAHUE,secondary,197.610139899748,2021,0,3,12,1
97965,CURANILAHUE,primary,1032.97183436403,2021,0,3,12,1
97967,CURANILAHUE,secondary,53.8485591131787,2021,0,3,12,1
